Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y Historical Revenue Growth,1Y Forward Revenue Growth,Total Revenue,PBT,Taxes & Other Items,DII Holding Change,FII Holding Change,MF Holding Change,Promoter Holding Change,Percentage Buy Record,No. of analysts with buy reco,Percentage Upside
Lupin Ltd,LUPIN,Pharmaceuticals,33343.18,751.45,-21.82,-1.01,-0.97,16615.93,-1372.21,155.83,0.73,-0.46,0.58,0.01,26.32,10,-3.19
Bank of India Ltd,BANKINDIA,Public Banks,33323.11,83.75,9.54,-0.01,NULL,46372.64,5654.83,2162.26,-0.3,0.36,-0.15,0,66.67,2,-4.48
Aditya Birla Capital Ltd,ABCAPITAL,Diversified Financials,33104.3,144.1,19.4,30.86,19.24,22582.25,2286.72,580.75,0.71,0.11,-0.14,-0.01,100,7,7.56
Dalmia Bharat Ltd,DALBHARAT,Cement,32972.65,1759.7,28.82,8.19,15.9,11477,1154,10,0.89,-0.22,0.47,-0.03,80.65,25,10.81
Oberoi Realty Ltd,OBEROIRLTY,Real Estate,32929.46,904.5,31.45,20.77,24.85,2992.02,1353.57,306.48,1.8,-1.41,1.04,0,60,15,5.03
Vedant Fashions Ltd,MANYAVAR,Textiles,32774.47,1346.35,104.08,12.73,25.68,1090.77,423.01,108.1,-0.2,0.01,-0.18,0,42.86,3,2.87
Embassy Office Parks REIT,EMBASSY,Real Estate,32216.06,340.94,36.26,13.34,16.48,3185.75,896.24,7.85,1.06,9.63,1.25,-8.7,100,15,23.65
UNO Minda Ltd,UNOMINDA,Auto Parts,31815.03,557.85,89.42,19.76,31.39,8375.94,494.26,138.46,0.81,0.01,0.32,2.7,75,12,12.04
Petronet LNG Ltd,PETRONET,Oil & Gas - Storage & Transportation,31647.56,211.85,9.2,11.77,31.13,43564.95,4559.28,1121.17,1.12,0,0.03,0,60.61,20,11.64
Indraprastha Gas Ltd,IGL,Gas Distribution,31031.43,433.5,20.66,15.64,65.17,8112.32,1953.2,450.93,3.48,0.65,-0.14,0,76.67,23,4.96
Persistent Systems Ltd,PERSISTENT,Software Services,30768.66,4034.75,44.57,14.5,40.93,5854.71,924.28,233.89,-0.01,-0.64,-0.33,0,60,15,0.14
Supreme Industries Ltd,SUPREMEIND,Plastic Products,30548.37,2371.15,31.54,12.33,8.69,7997.16,1231.78,263.33,-0.55,0.53,-0.37,0,73.91,17,2.61
APL Apollo Tubes Ltd,APLAPOLLO,Building Products - Pipes,30090.57,1074.45,53.99,27.23,16.03,13103.82,832.32,275.03,-0.33,-1.78,-0.18,-3.35,92.31,12,13.17
One 97 Communications Ltd,PAYTM,Business Support Services,29942.02,483.9,-12.51,30.22,51.83,5262.4,-2385.1,7.8,0.19,71.8,0.12,0,63.64,7,78.76
Aditya Birla Fashion and Retail Ltd,ABFRL,Retail - Apparel,29449.19,310.35,-270.87,4.41,48,8239.11,-144.93,-36.21,-0.21,0.91,-0.6,-0.01,90.48,19,22.44
Escorts Ltd,ESCORTS,Tractors,29408.23,2262.25,39.93,12.21,7.69,7456.45,992.83,256.36,1.45,0.49,0.61,0,19.05,4,-17.12
REC Ltd,RECLTD,Specialized Finance,29015.3,109.45,2.89,10.06,NULL,39339.2,12430.53,2394.83,3.27,0.04,-0.49,0,100,3,23.34
Deepak Nitrite Ltd,DEEPAKNTR,Commodity Chemicals,28936.2,2168.9,27.13,36.36,16.79,6844.8,1434.45,367.81,1.3,-0.61,0.31,0,63.64,7,10.45
Gland Pharma Ltd,GLAND,Pharmaceuticals,28724.26,1745.1,23.71,25.04,-7.81,4624.65,1618.55,406.89,4.55,-3.32,2.94,-0.01,66.67,12,38.96
Bharat Heavy Electricals Ltd,BHEL,Heavy Electrical Equipments,28328.38,81.05,63.51,-5.86,17.7,21616.05,470.46,24.43,1.87,0.58,1.51,0,10,2,-46.95
Federal Bank Ltd,FEDERALBNK,Private Banks,28258.46,132.45,14.35,10.83,-43.85,16502.46,2646.27,676.49,2.13,0.19,2.14,0,89.29,25,17.03
Voltas Ltd,VOLTAS,Home Electronics & Appliances,27759.16,825.85,55.07,5.4,15.18,8123.64,697.3,193.21,0.2,-0.29,-2.22,0,37.84,14,19.39
Aurobindo Pharma Ltd,AUROPHARMA,Pharmaceuticals,27368.76,466.6,10.34,9.71,1.93,23891.87,3372.74,724.59,-0.74,0.69,-0.86,0,75,21,31.16
Coromandel International Ltd,COROMANDEL,Fertilizers & Agro Chemicals,26994.33,918.5,17.66,13.81,40.77,19258.86,2049.75,521.29,-1.36,1.89,-0.45,-0.03,90.91,10,27.71
Oracle Financial Services Software Ltd,OFSS,Software Services,26703.43,3094.7,14.14,3.17,7.25,5355.8,2528.28,639.45,-0.07,-0.22,-0.04,-0.02,100,1,45.41
Timken India Ltd,TIMKEN,Industrial Machinery,26487.59,3444.45,80.98,15.79,28.49,2217.53,438.18,111.08,-0.49,0.25,-0.47,0,80,4,3.35
Tata Chemicals Ltd,TATACHEM,Diversified Chemicals,26450.78,1038.85,21.03,4.68,21.22,13374.54,1681.69,424.07,0.27,-0.06,1.1,0,85.71,6,20.71
Mahindra and Mahindra Financial Services Ltd,M&MFIN,Consumer Finance,26444.65,214.25,23.26,9.75,-35.39,11466.1,1549.42,412.55,4.17,-0.62,0.2,0,46.67,14,7.35
Motherson Sumi Wiring India Ltd,MSUMI,Cables,26416.12,59.75,64.32,NULL,25.68,5665,560.9,150.2,-0.57,0.46,-0.69,0,72.73,8,14.76
Sona BLW Precision Forgings Ltd,SONACOMS,Auto Parts,26361.06,450.55,72.91,33.76,30.99,2163.94,432.18,70.63,8.41,2.76,6.81,-13.59,60,9,24.29
Torrent Power Ltd,TORNTPOWER,Power Transmission & Distribution,26311.28,537.5,57.96,7.39,53.51,14513.44,563.97,109.99,0.03,-0.02,0.57,0,40,4,-3.26
3M India Ltd,3MINDIA,Stationery,26164.53,23399.95,96.21,6.93,18.38,3372.96,367.51,95.55,0.58,0.13,0.29,0,100,1,17.09
Linde India Ltd,LINDEINDIA,Commodity Chemicals,25951.33,3071.9,51.16,5.58,0.95,2447.69,697.9,190.69,-0.2,0.12,-0.2,0,100,2,18.36
Vodafone Idea Ltd,IDEA,Telecom Services,25841.43,8.05,-0.91,1.36,10.48,38849.1,-28234.1,11.3,-0.88,0.04,-0.88,0,0,0,-31.68
Phoenix Mills Ltd,PHOENIXLTD,Real Estate,25827.78,1445.15,108.81,-3.6,66.37,1557.92,328.05,90.69,0.94,-1.01,0.66,-0.01,86.67,13,13.66
Dixon Technologies (India) Ltd,DIXON,Home Electronics & Appliances,25735.94,4281.7,135.33,34.2,44.05,10700.89,254.71,64.54,10.52,1.2,0.45,-0.02,57.14,12,5.1
General Insurance Corporation of India,GICRE,Insurance,25617.66,146.1,10.74,9.67,-30.47,49739.31,3754.64,1368.37,0.17,-0.01,0.03,0,75,3,10.88
AIA Engineering Ltd,AIAENG,Industrial Machinery,25027.79,2699.8,40.39,9.63,25.08,3722.84,781.27,161.59,0.37,-0.11,0.32,0,66.67,8,7.8
Zee Entertainment Enterprises Ltd,ZEEL,TV Channels & Broadcasters,25007.75,261.9,25.93,1.07,0.6,8310.7,1415.5,450.9,0.94,-0.53,0.93,0,82.61,19,18.37
Sundaram Finance Ltd,SUNDARMFIN,Consumer Finance,24846.81,2262.2,21.18,-1.67,-41.87,5145.67,1416.63,243.29,0.48,-0.26,0.56,0,72.73,8,13.39
Atul Ltd,ATUL,Diversified Chemicals,24836.43,8343.35,41.1,12.31,16.51,5165.05,809.74,205.48,0.04,0.38,0.9,0,44.44,4,13.28
UCO Bank,UCOBANK,Public Banks,24735.2,20.25,25.64,-0.39,NULL,18082.15,1750.36,785.76,0.02,0.02,0.02,0,NULL,0,NULL
GMR Infrastructure Ltd,GMRINFRA,Construction & Engineering,24341.62,40.6,-23.79,-13.39,10.08,5029.86,-1143.69,-120.4,1.81,0.04,0.08,0,66.67,2,3.45
Aarti Industries Ltd,AARTIIND,Specialty Chemicals,24326.92,669.65,18.61,17.2,-4.51,7000.76,1526.8,219.61,-0.02,0.28,0.01,-0.03,57.14,12,19.47
Coforge Ltd,COFORGE,IT Services & Consulting,24257.25,3977.75,36.66,18.04,23.31,6483.8,861.5,199.8,0.57,-0.85,1.12,-0.03,57.14,12,3.9
SKF India Ltd,SKFINDIA,Industrial Machinery,24219.41,4829.5,61.32,6.36,16.71,3700.29,530.79,135.83,0.46,-0.11,0.57,0,62.5,5,2.39
Laurus Labs Ltd,LAURUSLABS,Pharmaceuticals,24186.65,450.35,29.23,20.64,29.29,4950.87,1083.85,256.33,0.23,0.68,0.73,0,54.55,6,18.8
Poonawalla Fincorp Ltd,POONAWALLA,Consumer Finance,24084.07,313.3,64.2,-4.47,-16.23,2042.53,491.68,116.56,-0.57,0.13,0.17,-0.01,62.5,5,14.91
Syngene International Ltd,SYNGENE,Labs & Life Sciences Services,24058.37,600.8,60.78,15.47,16.03,2657,484.4,88.6,2.61,2.62,2,-5.43,87.5,7,18.09
Kansai Nerolac Paints Ltd,KANSAINER,Paints,23936.4,447.8,66.7,9.65,6.51,7238.92,476.41,117.55,-0.12,0.17,-0.3,0,55,11,19.58
Max Financial Services Ltd,MFSL,Insurance,23606.64,684.4,93.16,15.39,9.74,31187.59,388.67,135.28,-21.57,22.01,0.05,0,87.5,14,46.11
Sumitomo Chemical India Ltd,SUMICHEM,Commodity Chemicals,23549.19,467.25,55.6,29.56,18.28,3091.39,575.73,152.18,-0.29,0.16,0.15,0,88.89,8,17.28
Delhivery Ltd,DELHIVERY,Logistics,23323.78,336.55,-23.07,NULL,13.77,7038.43,-1029.32,-18.33,0.27,0,0.26,0,69.23,9,35.2
J K Cement Ltd,JKCEMENT,Cement,23281.23,3051.55,33.88,14.57,14.99,8133.69,1012.91,325.79,0.83,-0.47,0.5,0,62.5,15,4.26
Relaxo Footwears Ltd,RELAXO,Footwear,23221.96,933.4,99.8,10.23,4.66,2676.99,310.6,77.92,0.37,-0.04,-0.06,0,25,3,-1.97
Crompton Greaves Consumer Electricals Ltd,CROMPTON,Home Electronics & Appliances,23034.98,364.9,39.83,6.88,33.03,5466.76,751.54,173.16,0.47,2.42,0.55,-3.39,89.19,33,23.32
CPSE ETF,CPSEETF,Equity,23025.67,38.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Thermax Limited,THERMAX,Industrial Machinery,22848.79,2029.9,73.16,6.35,29.46,6255.47,410.1,97.79,-0.43,0.41,0.26,0,27.27,6,7.81
GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,Pharmaceuticals,22505.89,1329.05,13.28,9.18,-27.15,4700.86,2093,398.28,-0.11,0.01,-0.23,0,42.86,3,9.55
Devyani International Ltd,DEVYANI,Restaurants & Cafes,22455.96,186,143.64,14.77,48.71,2103.38,123.14,-33.19,1.21,1.43,0.96,0,83.33,10,18.28
IPCA Laboratories Ltd,IPCALAB,Pharmaceuticals,22256.62,871.95,25.17,13.22,7.48,5896.36,1135.72,251.64,0.3,-0.04,0.3,0,42.86,9,11.19
Central Bank of India Ltd,CENTRALBK,Public Banks,22167.58,25.15,20.61,-1.3,NULL,25889.28,1755.08,679.29,0.03,0.01,0.03,0,NULL,0,NULL
Metro Brands Ltd,METROBRAND,Footwear,22136.02,815.4,104.62,6.17,44.89,1401.57,283.14,71.55,-0.15,0.04,0.36,-0.01,75,6,18.1
Fortis Healthcare Ltd,FORTIS,Hospitals & Diagnostic Centres,22070.36,294.25,39.76,3.47,0.72,6297.97,987.79,432.67,2.43,0.93,0.65,0,100,9,18.95
Bata India Ltd,BATAINDIA,Footwear,21984.73,1711.45,213.42,-0.62,42.8,2443.71,139.72,36.71,-1.14,1.03,0.01,0,75,12,19.81
L&T Finance Holdings Ltd,L&TFH,Diversified Financials,21980.63,87.15,20.54,7.88,-41.38,12523.56,1422.86,352.75,0.02,0.15,0.04,-0.03,81.82,9,6.14
Oil India Ltd,OIL,Oil & Gas - Exploration & Production,21974.2,202.75,3.91,18.73,22.74,27160.04,8990.22,3368.59,-0.16,-0.64,-0.21,0,81.25,13,25.77
Vinati Organics Ltd,VINATIORGA,Specialty Chemicals,21962.18,2172.2,63.36,20.74,25.95,1676.42,449.25,102.63,-0.13,0.1,-0.13,0,75,9,6.34
CRISIL Ltd,CRISIL,Stock Exchanges & Ratings,21682.59,2938.1,46.55,8.7,14.97,2423.53,618.44,152.63,5.6,0.11,1.12,-0.02,100,1,19.12
Navin Fluorine International Ltd,NAVINFLUOR,Specialty Chemicals,21626.67,4299,82.21,13.36,32.06,1492.58,344.23,81.16,1.88,-1.35,1.45,-0.3,57.14,12,6.3
LIC Housing Finance Ltd,LICHSGFIN,Home Financing,21468.13,386,9.39,7.25,-69.52,20005.31,2787.25,501.6,1.47,0.3,1.43,0,63.33,19,16.58
Endurance Technologies Ltd (CN),ENDURANCE,Auto Parts,21401.31,1504.75,46.45,6.2,20.09,7590.18,586.14,125.44,-0.45,0.45,0.28,0,83.33,15,9.72
Grindwell Norton Ltd,GRINDWELL,Industrial Machinery,21378.21,1927.9,72.31,9.8,20.98,2065.85,395.88,100.24,0.1,0.08,0.1,0,57.14,4,6.85
Rajesh Exports Ltd,RAJESHEXPO,"Precious Metals, Jewellery & Watches",21064.05,713.8,20.87,0.08,10.98,243168.2,1038.33,29.14,-0.03,-0.07,0.01,0,NULL,0,54.1
Pfizer Ltd,PFIZER,Pharmaceuticals,20577.65,4560.6,33.59,4,-3.79,2673.64,772.89,160.33,0.06,-0.01,-0.66,0,83.33,5,17.22
Bayer Cropscience Ltd,BAYERCROP,Fertilizers & Agro Chemicals,20381.02,4519.55,31.58,11.03,10.36,4847.5,846.8,201.5,-0.34,0.14,-0.33,0,55.56,5,21.69
Mindspace Business Parks REIT,MINDSPACE,Real Estate,20155.5,334.32,47.56,NULL,20.09,1777.2,714.3,290.5,-0.03,9.02,0.01,0,72.73,8,13.9
PB Fintech Ltd,POLICYBZR,Online Services,20107.77,460.35,-24.14,63.48,49.16,1550.28,-833.39,-0.48,1.89,-1.82,2.16,0,90.91,10,41.2
Dr. Lal PathLabs Ltd,LALPATHLAB,Hospitals & Diagnostic Centres,20077.36,2413.8,58.22,17.89,-2.26,2139.96,474.99,130.15,-0.26,0.89,-0.07,0,26.32,5,-10.93
Apollo Tyres Limited,APOLLOTYRE,Tires & Rubber,19848.67,315.15,31.08,9.59,15.86,21071.16,847.69,209.08,0.53,0.93,0.36,0,70.37,19,6.96
Emami Ltd,EMAMILTD,FMCG - Personal Products,19666.66,473.5,23.44,5.47,6.03,3287.28,688,-150.98,0.56,-0.22,0.71,0,77.78,21,16.16
Tata Teleservices (Maharashtra) Ltd,TTML,Telecom Services,19499.43,99.15,-16.05,-16.92,NULL,1110.72,-1215,0,0.01,-0.01,0.01,0,NULL,0,NULL
Sundram Fasteners Ltd,SUNDRMFAST,Auto Parts,19493.37,918.65,42.68,8.29,15.34,4941.4,621.22,164.5,1.01,0.01,1.5,-1.18,100,4,15.39
Piramal Enterprises Ltd,PEL,Diversified Financials,19478.27,820.6,10.13,11.84,-73.61,15366.29,2509.56,586.45,-0.28,-2.48,-0.13,0,85.71,6,38.86
KPR Mill Ltd,KPRMILL,Textiles,19429.96,573.75,23.08,11.59,22.05,4920.49,1141.52,299.68,-0.11,-0.16,-0.19,0,85.71,6,26.54
Hatsun Agro Product Ltd,HATSUN,FMCG - Foods,19422.33,904.2,89.13,8.7,18.84,6380.17,283.39,65.47,1.52,-0.05,1.41,-1.26,0,0,7.83
KPIT Technologies Ltd,KPITTECH,IT Services & Consulting,19317.46,718.1,70.44,NULL,29.13,2477.4,344.55,70.31,2.79,0.9,-0.45,0,44.44,4,-3.5
Whirlpool of India Ltd,WHIRLPOOL,Home Electronics & Appliances,19270.09,1526.05,34.02,6.36,11.45,6594.63,650.39,84.02,-0.01,0.28,0.32,0,57.14,8,24.18
Sun Tv Network Ltd,SUNTV,TV Channels & Broadcasters,19228.61,489.4,11.71,6.31,1.31,3840.79,2195.37,553.57,-0.76,0.47,-0.69,0,66.67,12,17.49
IIFL Finance Ltd,IIFL,Investment Banking & Brokerage,19017.54,460.45,16.01,14.64,NULL,7006.28,1535.99,348.09,0.71,2.52,0.09,0,NULL,0,NULL
Fine Organic Industries Ltd,FINEORG,Specialty Chemicals,18765.98,6133.65,72.29,19.54,53.47,1909.32,351.53,91.92,-0.02,-0.46,0.32,0,40,4,8.83
Kajaria Ceramics Ltd,KAJARIACER,Building Products - Ceramics,18724.18,1156.65,49.67,7.79,21.39,3732.76,510.17,133.19,0.42,-0.14,0.9,-0.01,82.61,19,7.51
Bank of Maharashtra Ltd,MAHABANK,Public Banks,18364.13,26.85,15.92,2.9,NULL,15673.96,1153.43,0,0.04,0.04,0.04,0,NULL,0,NULL
Prestige Estates Projects Ltd,PRESTIGE,Real Estate,18269.22,462.75,15.89,8.73,2.73,7408.1,1509.3,359.3,0.51,-0.56,0.7,0,94.44,17,29.66
ZF Commercial Vehicle Control Systems India Ltd,ZFCVINDIA,Auto Parts,17985.96,9473.3,126.59,4.17,30.2,2580.88,195.75,53.67,-0.42,0.29,-0.12,0,80,4,14.64
Blue Dart Express Ltd,BLUEDART,Logistics,17887.29,7577.25,46.8,10.34,18.7,4441.28,512.29,130.08,-1.7,1.63,-0.15,0,42.86,3,14.88
Mazagon Dock Shipbuilders Ltd,MAZDOCK,Shipbuilding,17774.22,877.8,29.1,7.42,7.83,6143.55,749.33,138.49,-0.38,0.58,-0.34,0,50,1,-34.5
Trident Ltd,TRIDENT,Textiles,17587.43,35.15,21.09,8.21,4.8,7020.84,1116.46,282.71,-0.01,-0.58,0,0,100,2,29.45
Bharat Dynamics Ltd,BDL,Aerospace & Defense Equipments,17512.03,948.75,35.03,-10.8,21.56,2928.61,709.91,209.99,-1.59,0.48,0.01,0,83.33,5,21.21
ICICI Securities Ltd,ISEC,Investment Banking & Brokerage,17040.72,523.4,12.33,19.62,-5.18,3438.48,1852.76,470.16,-0.51,0.33,-0.34,-0.01,63.64,7,6.99
Nippon Life India Asset Management Ltd,NAM-INDIA,Asset Management,16792.57,262.6,22.57,1.35,-9.07,1535.63,988.67,244.51,0.8,-0.15,0.02,-0.06,78.57,11,31.38
Rail Vikas Nigam Ltd,RVNL,Specialized Finance,16691.81,77.95,14.11,26.68,8.79,20285.46,1502.17,319.48,-0.87,0.82,-0.04,0,100,3,-21.74
New India Assurance Company Ltd,NIACL,Insurance,16676.81,115,85.72,10.29,-11.54,35915.52,177.61,-16.95,-0.26,0,0,0,0,0,-16.09
Gillette India Ltd,GILLETTE,FMCG - Personal Products,16483.11,5099.8,56.97,5.03,8.76,2263.9,411.33,122,-0.07,0.16,-0.06,0,100,1,14.02
Affle (India) Ltd,AFFLE,Advertising,16313.49,1225.65,76.27,76.78,28.51,1153.34,244.81,30.91,1.65,-0.48,1.36,0,88.89,8,12.02
Clean Science and Technology Ltd,CLEAN,Specialty Chemicals,16087.71,1508.95,70.41,29.7,31.06,714.86,304.8,76.31,0.18,0,0.25,-0.01,42.86,3,19.29
Ajanta Pharma Ltd,AJANTPHARM,Pharmaceuticals,16026.03,1234.3,22.49,11.49,8.78,3456.67,909.48,196.8,0.68,-0.07,0.26,0,72.73,8,24.12
Carborundum Universal Ltd,CARBORUNIV,Industrial Machinery,15975.45,838.4,47.93,9.46,35.47,3384.88,476.54,143.2,0.61,-0.38,0.61,-0.02,80,8,15.28
IIFL Wealth Management Ltd,IIFLWAM,Asset Management,15968.85,1865.05,27.64,36.11,-22.1,2077.83,751.29,173.57,-0.11,0.65,-0.16,-0.02,100,5,18.87
Exide Industries Ltd,EXIDEIND,Batteries,15775.8,185.9,3.61,7.92,-9.91,16513.82,4623.14,256.21,0,0.08,0.59,0,81.25,13,15.12
Piramal Pharma Ltd,PPLPHARMA,Pharmaceuticals,15755.05,135.7,41.91,NULL,7.8,6893.93,484.98,109.02,NULL,NULL,NULL,NULL,100,2,41.86
IRB Infrastructure Developers Ltd,IRB,Construction & Engineering,15738.02,273.55,43.55,1.26,3.87,6355.45,549.63,188.24,0.24,0.11,0.19,0,62.5,5,2.36
J B Chemicals and Pharmaceuticals Ltd,JBCHEPHARM,Pharmaceuticals,15687.36,2015.3,40.71,12.05,26.08,2463.47,504.91,119.54,0.68,-0.2,0.28,-0.04,81.82,9,14.13
Elgi Equipments Ltd,ELGIEQUIP,Industrial Machinery,15633.59,470.4,87.62,13.28,16.02,2581,263.04,84.61,-0.25,1.07,-1.17,-0.13,0,0,-10.18
SJVN Ltd,SJVN,Renewable Energy,15631.97,39.15,15.79,-3.25,-3.81,2647.72,1359.82,370.02,0.43,0.04,0.42,0,100,3,12.39
Aptus Value Housing Finance India Ltd,APTUS,Home Financing,15605.96,315.1,42.16,46.07,-1.83,840.21,480.01,109.88,-0.22,-16.7,-0.16,-0.13,87.5,7,19.49
Ramco Cements Ltd,RAMCOCEM,Cement,15540.65,658.05,17.63,8.52,20.38,6031.69,803.44,-78.04,0.34,-0.22,0.59,-0.03,42.42,14,6.37
UTI-Sensex Exchange Traded Fund,UTISENSETF,Equity,15503,664.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Gujarat State Petronet Ltd,GSPL,Gas Distribution,15380.39,266.9,9.39,24.7,4.13,18150.47,2956.59,1318.3,2.41,0.78,-0.99,0,90.48,19,21.77
CreditAccess Grameen Ltd,CREDITACC,Consumer Finance,15325.85,982.2,42.22,31.13,-18.39,2750.13,480.79,117.75,1.95,0.66,-0.58,-0.08,100,12,23.29
Aavas Financiers Ltd,AAVAS,Home Financing,15197.61,1936.5,42.79,33.71,-22.96,1305.65,452.7,97.51,0.81,-1.4,0.56,-0.03,53.85,7,29.02
Narayana Hrudayalaya Ltd,NH,Hospitals & Diagnostic Centres,15140.28,746.4,44.28,14.63,17.01,3735.88,429.79,87.85,-1.22,-0.48,-0.23,0,87.5,7,14.55
Godrej Industries Ltd,GODREJIND,Diversified Chemicals,15068.04,454.55,23.05,11.52,NULL,15349.62,1282.36,628.63,-0.18,0.07,-0.15,-0.01,100,1,40.36
Asahi India Glass Ltd,ASAHIINDIA,Auto Parts,14967.31,613.2,43.41,6.13,19.08,3201.12,510.71,165.93,-0.15,1.66,-0.08,0,0,0,-0.28
Five-Star Business Finance Ltd,FIVESTAR,Consumer Finance,14544.26,500.2,32.07,71,NULL,1256.17,604.2,150.66,NULL,NULL,NULL,NULL,NULL,0,NULL
Punjab & Sind Bank,PSB,Public Banks,14428.73,21.3,13.89,-1.64,NULL,8055.19,1186.68,147.63,0.01,0.01,0.01,0,NULL,0,NULL
Alkyl Amines Chemicals Ltd,ALKYLAMINE,Specialty Chemicals,14363.67,2824.65,63.87,25.42,14.23,1556.98,302.11,77.22,-0.14,0.04,-0.15,-0.01,50,2,10.07
KEI Industries Ltd,KEI,Cables,14362.44,1588.9,38.2,16.82,16.72,5741.18,507.53,131.51,-1.4,0.51,-2,-0.04,76.92,10,9.51
Redington (India) Ltd,REDINGTON,Technology Hardware,14347.79,183.7,11.21,8.8,17.01,62731.57,1622.36,342.45,-0.01,-0.81,0.07,0,100,8,11.59
Radico Khaitan Ltd,RADICO,Alcoholic Beverages,14241.77,1063,54.11,11.09,15.66,2875.44,331.62,68.4,2.59,0.52,-0.53,0,40,4,-1.22
City Union Bank Ltd,CUB,Private Banks,14040.68,186.75,18.47,5.87,-36.99,4863.86,985.16,225,-1.5,3.15,-1.77,0,76.19,16,17.8
Lakshmi Machine Works Ltd,LAXMIMACH,Industrial Machinery,13994.33,13167.6,77.3,4.59,45,3239.29,238.32,57.27,0.11,0.42,-0.1,-0.01,100,2,11.58
National Aluminium Co Ltd,NATIONALUM,Metals - Aluminium,13675.37,74.5,4.63,12.73,-3.57,14478.23,3954.31,1002.9,2.45,-2.02,0.68,0,44.44,4,11.41
Happiest Minds Technologies Ltd,HAPPSTMNDS,IT Services & Consulting,13545.26,944.65,74.75,20.46,18.93,1130.75,245.85,64.65,0.07,-0.07,0.06,0,100,2,18.19
Ratnamani Metals and Tubes Ltd,RATNAMANI,Building Products - Pipes,13481.42,1977.25,41.78,17.37,19.85,3176.48,430.94,108.3,-0.11,0.23,-0.14,-0.06,100,4,12.71
Indiamart Intermesh Ltd,INDIAMART,Online Services,13451.67,4384.35,45.2,21.13,14.05,865.68,390.44,92.83,0.28,1.41,0.42,0,75,9,18.15
Campus Activewear Ltd,CAMPUS,Apparel & Accessories,13283.15,443.75,122.38,NULL,36.66,1196.58,171.13,62.59,-0.04,0.91,-0.06,-0.07,60,3,28.45
Indian Energy Exchange Ltd,IEX,Power Trading & Consultancy,13260.99,148.4,42.88,16.13,-1.73,491.83,405.25,95.99,0.75,-4.98,2.5,0,25,3,-7.35
Nuvoco Vistas Corporation Ltd,NUVOCO,Cement,13216.42,375,411.98,12.53,17.33,9360.11,50.9,18.82,0.61,-0.66,1.35,0.06,66.67,10,12
IDFC Ltd,IDFC,Diversified Financials,13144.62,80.8,205.29,-56.05,NULL,170.51,124.81,60.78,4.41,0.64,2.14,0,NULL,0,NULL
Angel One Ltd,ANGELONE,Investment Banking & Brokerage,13142.66,1583.45,21.03,33.08,-4.69,2305.07,836.45,211.65,0.81,0.73,0.71,-0.13,100,6,26.31
DCM Shriram Ltd,DCMSHRIRAM,Diversified Chemicals,13071.93,852.8,12.25,11.31,NULL,9971.2,1564.98,497.63,-0.11,-0.07,0.01,0,NULL,0,NULL
Capri Global Capital Ltd,CGCL,Consumer Finance,13058.33,743.05,63.69,33.09,NULL,981.79,272.63,67.59,0.73,-0.01,0,0,NULL,0,NULL
Bajaj Electricals Ltd,BAJAJELEC,Home Electronics & Appliances,13056.19,1138.85,101.59,2.61,12.93,4881.35,166.29,37.77,-0.1,0.29,-0.05,-0.05,66.67,12,11.96
Sanofi India Ltd,SANOFI,Pharmaceuticals,13049.1,5668.5,13.82,7.67,-19.8,3520.2,1257.6,313.2,-0.32,-0.45,-0.58,0,87.5,7,19.86
Sheela Foam Ltd,SFL,Home Furnishing,13012.47,2682.65,59.88,11.76,7.45,3060.97,296.36,79.04,-0.11,0.05,-0.06,0,75,3,26.93
Shriram City Union Finance Ltd,SHRIRAMCIT,Consumer Finance,12872.1,1921.8,11.18,8.49,NULL,7077.49,1568.6,416.83,1.53,1.91,1.34,-0.09,80,8,15.52
Castrol India Ltd,CASTROLIND,Commodity Chemicals,12846.56,128.75,16.95,4.17,14.35,4240.49,1029.28,271.19,-0.14,0.19,0.02,0,57.14,4,5.24
Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,Fertilizers & Agro Chemicals,12829.33,306.45,8.19,16.41,42.15,16443.21,2230.9,664.92,2.04,-2.35,1.85,0,100,4,29.71
Central Depository Services (India) Ltd,CDSL,Stock Exchanges & Ratings,12800.99,1234.45,41.14,26.53,-7.66,605.9,408.55,97.37,0.03,-0.12,-0.41,0,42.86,3,-0.36
Suzlon Energy Ltd,SUZLON,Renewable Energy Equipment & Services,12781.27,8.75,-64.04,-12.18,NULL,6687.09,0.4,199.99,NULL,NULL,NULL,NULL,NULL,0,NULL
Global Health Ltd,MEDANTA,Hospitals & Diagnostic Centres,12632.59,471.3,64.39,NULL,NULL,2205.82,280.56,84.36,NULL,NULL,NULL,NULL,NULL,0,NULL
RHI Magnesita India Ltd,RHIM,Cement,12516.2,765.5,46.53,30.6,18.18,2004.8,357.47,88.48,0.13,0.27,0.06,0,100,2,-3.98
Century Plyboards (India) Ltd,CENTURYPLY,Wood Products,12501.45,553.1,39.93,10.63,20.94,3050.09,468.2,155.14,0.54,-0.06,0.35,0,86.67,13,31.08
